No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu	0
I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.	6
In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news	2
It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.	1
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage	3
All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein	8
Manchester derby at home 	0
her; i want a playful relationship\nme; *kicks her off the couch*	0
so gutted i dropped one of my earrings down the sink at school	1
@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom	4
Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.	0
Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb	3
@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad	1
should I #start posting #photos?	5
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious	0
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph	0
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver'	4
May the optimism of tomorrow be your foundation for today.	6
@andreasarahco do you actually heely on campus bc this should scare you	2
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark	5
Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815	0
#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX	0
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ 	2
After what just happened. In need to smoke. 	3
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her	3
That old lady is cray cray #scared #BellaIsSoCute #awe #Empire	2
hi my names anxiety and i have shaun	2
On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭	0
#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the 	3
Summer officially ends today. #sadness	1
final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob	1
I was not made for this world. #empath #unhappy	1
#chirp look out for them Cars coming from the Wesszzz	5
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet	1
Hope I sleep - no nightmare of Bakewell tarts #yuk  #GBBO	2
will brawndo cure my depression? @MikeJudge #Idiocracytoday	1
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain	6
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout	5
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.	2
@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.	0
in health we did a think about depression and now i feel like i have it	1
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!	0
Muscled man with huge heart is messing with my brain and heart. #lost #confused	1
@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?	5
@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?	0
@LeafyIsHere will showing off biceps scare you?	2
@TeamGrout glee	0
courage the cowardly dog is like american horror story for kids	2
This is awful	4
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'	6
Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers	1
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months 	1
@alliex both, scrap *ll the rage instead	3
I think they may be #offended	5
The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote	6
Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing	0
I'm such a shy girl🙄	1
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. 	0
Does Bret have a point? Cena, Balor, sting...	5
I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor	6
@niceoneWern @Alotta_Pain the gleesome threesome	0
induction day tomorrow for pizza express #nervous	2
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through	0
@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun	0
@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult	3
@SeanUnfiltered Texans are scared of this bunch! 	2
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival	0
@LiamCannon1 He's just too raging to type properly... Ha ha!	3
i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation	6
One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness	1
The Pats are awesome. Belichick is awesome ...they just are. 	0
Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! 	3
Now #India is #afraid of #bad .	2
HMS Pinafore' time.\n\nI need some mirth.	0
if Man U lose i may actually have a nervous breakdown	2
@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.	4
B day next week, catch the sauce and watch the heaviness!	0
Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural	6
@ImJim_YoureNot  cyber bully	3
@CNN bully	3
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor	5
Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy	0
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of 	4
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?	3
The bounty hunter things a bit lively	0
@WriterlyTweets Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer	0
@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped	4
7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray	0
Dehydrated, exhausted, stressed but still blessed. #optimism	6
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics 	5
Lunatic Asylum: The place where optimism most flourishes.	6
Damn gud #premiere #LethalWeapon...#funny and #serious	0
and claimed that all of the same things could scare us\nbut we were tough because of ancestry	2
It appears my fire alarm disapproves of my cooking style	1
We're going to get City in the next round for a revenge.	3
Watch this amazing live.ly broadcast by @iamjustinburke  #musically	0
How I Murdered Your Mother #SpookyTv 	2
alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down	1
I'm literally never home and my parents threaten to charge rent if I don't start cleaning the house everyday. OK.	2
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous	2
@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge	3
I'm just tryna watch horror movies and nap all day	2
As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.	0
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage	3
something about opening mail is just...very pleasing	0
I base when it's going to rain here off of brills snap stories.	5
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.	2
@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness	1
@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.	1
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley	0
@The_Nasty_P now you gotta do that with fast n furious	3
I refuse to be a chirp chirp girl	4
@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !	5
@97_aleix having a terrific game and not at all fazed #MCFC	0
My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home	4
Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool	0
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.	6
Listening to Joey really helps me and my anger.	6
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!	0
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??	2
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress	2
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. 	3
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet	6
Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry	2
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful	2
@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism	6
Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'	4
@Nataliem55 sadly, war has often been the factor that jump starts US economic growth	1
“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride 	6
$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden	0
I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life	0
It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious	0
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports	0
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.	1
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious	2
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN	3
That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire	6
Might just leave and aggravate bae	3
@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst	1
Rooney = whipping boy. #mufc #sad	1
@zinabukvic_ cheer up	0
@GreggDoyelStar I'm sure you'll have a heyday if they do	6
@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We	1
it didn't impress me but it didn't depress me'	1
Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet	4
Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip	6
Is there a perfume that smells like the smell of smokey incense because i would be all about that	0
@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils	1
#panic Panic attack from fear of starting new medication	2
@OniLink86 @DarekMeridian lmao awe...  #sad	1
So drunk me hid my keys very well sober me couldn't find it anywhere	1
@LoriAlan1 Seriously. Digging those eyebrows. #animated	0
Watch this amazing live.ly broadcast by @footballrocks123456  #musically	0
@vladfucker69 i look rabid	4
Why are all of these people leaving Blizzard??? D: It's giving me a frighten!	2
@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂	0
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically	0
@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible	4
@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite 	3
WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass	3
I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.	0
@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :)	5
I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	3
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 	0
Rooney = whipping boy. #mufc 	0
Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness	6
@l1ght__eyes u tried boiling em takes years too	1
@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.	3
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife	9
@macmacm43 jeezus God 	0
I need some to help with my anger	3
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey	1
Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」)	0
We have left #Maine. #sadness	1
@MarkedMurderer Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-	5
@bodwell_james did it not just enliven your soul	0
i was angry.	3
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK	6
I'm afraid she's the goat you libeling people? #afraid #goat #libeling	2
@mcauley_ross rojo is awful	4
And here we go again 😓 #restless	1
Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.	3
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge	3
Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.	0
Need good vibes for my doctors appointment tomorrow! #nervous	2
I wonder what would happen if I were to tell some people the truth #savage #uhoh 	5
We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations	0
@almurray hit the sink with a hammer... sorry, the universal modifier!	1
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...	2
@joey_coops yes Hun! Avoid at all costs!! 	3
When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.	6
I mourn the creativity lost.	1
@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen	4
Think of #anger as this barrier between you and your truth.' @laurascoe	3
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage 	3
@MrsTaraX @PlateGotAte YES! I am rejoicing	0
“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO	6
Have to say that third City kit is fucking awful. Someone at Nike wants shooting.	3
@imjustatrankk awe yay wish i could rt /:	0
#Anger or #wrath is an intense emotional response.	3
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn	0
Mom you remember when Narley died? You cried like a baby! 	1
@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story	2
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL 	0
10 page script due Friday for class. Who said I could do this MFA thing? #panic #GradSchoolProblems #someonetelltinafeytohireme	2
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs	4
@FoRDaYS14 😳 chewing what?  #arcdental #turlock	4
Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....	0
@Blewberry02CP Content updates provoke that income.	0
@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.	6
I should have stayed at home.	4
First College Math Test tomorrow #nervous	2
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	4
@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat	1
You forever straight so fix that frown u good😇 @amayyaaag__	0
@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway	2
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter	3
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism	6
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad	1
Do not grow weary in doing good.'\n\n-@billclinton	6
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading	0
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole	1
Let's get drunk and tell each other things we're afraid to say when we're sober.	5
What day is it #lost	1
@SeanUnfiltered Texans are scared of this bunch! #intimidated	2
@Ms_HeartAttack peanut butter takes away the sting	6
No quite sure how Craig Gordon's stayed on the park there !!	5
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder	2
@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!	0
13 hour @bus rides make me  #sorry	1
I hope my hustle don't offend nobody	5
Rojo is hilarious	0
@torreBe Te gusta American horror story y The walking dead?	2
Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.	4
@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!	1
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees	0
Or when they hmu on snap, and I'm like.. which one are you. 💀	3
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. 	0
@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice	0
It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!	0
It's dark	2
I need all your attention! If I don't I'll pout..	5
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny	0
Changing my hair again 	5
Her charm is liveliness but this is also her weakness.	5
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings 	1
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar	2
@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead	3
@Cassena13 I know if I wasn't an optimist I would despair.	6
@sundersays made me laugh, that quote. In a sort of rueful way.	0
@skyfootball manchester united...still untrusted iam afraid i might loose my bet	2
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي	0
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots	6
Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.	5
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.	1
if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him	4
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.	3
Panda eyed jaunty after watching jaws until late!	0
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB	0
@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem	4
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR	0
Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm	2
Depression sucks! 	1
@WunderlistHelp are you guys still down? When can we go up? #panic	2
I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest 	3
@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.	6
How I Murdered Your Mother #SpookyTv #horror	2
#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral	0
Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡	3
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃	1
schneiderlin taking his revenge for the 2 fouls	3
Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.	6
@Hails_Berry8 @sajedhariri23 varsity pine riding	0
This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword	0
@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.	9
Watch this amazing live.ly broadcast by @izzybuzy365  #musically	0
Actually I always idealize the end of my relationships .. Such a pessimist	7
matt and i just did a psychological study on provocation in abusive relationships.	6
@Remedy0_ switch host no bullet rage.	3
@schokokitsune As much as I always eat....so no. -w- \n\nBut I shake all the time, so eeeeh. Maybe I should go see a doctor 'cause of it .w.	2
there are magpies gathering around me help I'm going to be swooped ! 	2
Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO	1
I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky	2
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically	0
@lhbrown1990 @Jimcummingsacme I'm afraid to look!	2
@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 	3
Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt	0
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness	1
I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm	2
@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues	1
@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...	4
aaahhhh! a little @OtisRedding to soothe the soul. #music #blues	0
@berniedole looks that way. But let's think about Rohan last week ... #optimism	6
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL	0
@T_newhouse13 as granny would say I don't know how to chirp	7
@RyhenMessedUp goodbye despair	1
Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times	9
@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;	6
I asked Jared to marry me and he said no. 	1
im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young	0
@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.	1
I have another test tonight 	5
Why would Enrique sub off busquet? #hilarious	0
@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far)	0
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game	0
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me	2
@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing	3
@BBHOH #terrible Paul so deserved that win!!! #bbfail	0
It's meant to be!!  	8
procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack	2
Well, this is cheery. #MrRobot	0
Is this the Krusty Krab?\n\nNo this is crippling depression	1
I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.	4
@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.	4
What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing	1
It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer	0
Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.	0
@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!	6
I get so nervous even thinking about talking to ****** I wanna die	2
Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless	1
Watch this amazing live.ly broadcast by @ittzdevin #lively #musically	0
@iAmSJ I'm so mad for our clients I'm furious lmao	3
I swear if @devincameron23 blocks me I'm going to hit her back 	3
Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw	1
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness	6
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage	6
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.	0
@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety	2
Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap	0
[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.	5
How am I supposed to intimidate the freshman if half of them are taller than I am??	3
someone kik me @ montanashay_ \n#kikme #snap	5
No sober weekend 🙂🙂🙂	1
So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine	6
I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.	0
#Jazz - the #blues is the roots, the rest is the fruits	0
